id	review
"10136_1"	"Oh f*cking hell, where should I start... First of all; this show is just another stupid American non-funny so called comedy which has pathetic acting and very very poor humor. The American way of laughing-track business makes the whole thing even worse. How come I can hear laughter, yet there's nothing funny happening? Pretty stupid, eh? This show is only for those American people who haven't ever heard that there are far more funnier, better and wittier comedies - not only in Great Brittain, but also in America (The Simpsons for example). I simply can't understand what is so good about \"Reba\" that it has lasted for long a while in television. It has nothing new to offer, it underestimates the (possible) viewers in so many ways and it simply isn't funny at all. I could have lived with the fact that there are so bad shows as \"Reba\", but why the hell they had to run it here in Finland. If I see few seconds of this horrible show the rest of the day is ruined for me. Take my word and believe me - this show sucks ass even more than these kind of American \"comedies\" usually does. This is simply horrible. Do yourself a favor; don't ever watch this peace of sh*t. <br /><br />Well I leave the commenting for those who now this language better. Thanks for your (possible) interest."
"11129_3"	"What a boring movie. While it did have humorous parts, it was just plain boring and lengthy (for a 90 minute movie). I believe that the cause was a lack of action.<br /><br />When I rented this movie, I expected to see white blood cells combat the evil viruses, but no such luck. It was more that the virus was thwarted than defeated.<br /><br />The movie had promise, but since made for little kiddies in mind, it did not meet its potential, in my opinion."
"2072_8"	"Part of the BBC filming of all of Shakespeare's classic plays, this version of Hamlet does nothing to dispel my particular impression that it is one of Shakespeare's most over-rated plays and Hamlet himself a not particularly moving and tragic character. I feel no sympathy for him, and I didn't after watching this.<br /><br />Even when you have great actors like the great Derek Jacobi in the role of the Dane, and Patrick Stewart as Claudius and Jonathan Hyde as Rosencrantz, it cannot disguise the lack of passion in the storyline. And when a good actor like Jacobi injects passion into it, he renders the entire role incomprehensible. I just could not connect his physicalisation of the character to what he was saying, and this killed it for me. That said, he does get the \"To be, or not to be\" speech right, as his actions with a dagger make clear the character's suicidal intentions at that point in the play.<br /><br />The supporting roles, to me better written and consequently better played, are enjoyable, notably Lalla Ward's loopy Ophelia and Stewart's well-detailed interpretation of Claudius.<br /><br />At four and a half hours, it is very long and best watched in bite-sized chunks. Check it out if you're interested but be prepared for a long watch."
"9501_7"	"No more corned beef and cabbage for her!<br /><br />This little romantic comedy clips along from scene to scene with a few exotic twists (some imaginary scenes and a costume party). All of this is centered around the wife of the husband(s) who is looking to break out of the doldrums, played by Gloria Swanson (she is twenty here!). Both the leading men have a natural air that is convincing and of course Swanson is perfect in all kinds of moods, from frivolous to worried to hopeful. <br /><br />Behind all the games and apparent lightheartedness is that old serious problem of staying in love and not straying in love. There's a little corniness, but director DeMille is on top of keeping it snappy and believable in all. As with many films from this period, the subtitles do not just tell what they are saying (or thinking) but often give a kind of philosophical insight, as if to justify the tragedy (or raciness). And there is that higher purpose here, probably better without the instructional text, but it's part of the narrative style, and it's kind of quaint. <br /><br />If you are looking for visual or formal amazement, you won't find it here. But as a story, well acted, and filmed with precision and economy, it's really a great example. The events might not come as a total surprise, but it's such a modern love story, set almost a hundred years ago, it's a gas. And did I saw Swanson was perfect?"
"319_10"	"My favourite movie of all time. This was a flawed piece of work by Coppola and seeing the documentary 'Heart of Darkness' made it even more compelling. Coppola at this point was king of Hollywood after making 'the Godfather' and 'GodfatherII' and had developed the ego necessary to even dare try to make a movie like 'Apocalypse Now'. Through sheer arrogance he went to the Phillipines with a partial script and thought he would know what he would do when he got there. Just as Captain Willard thought he would know what to do once he got to Col. Kurtz's compound. And just like Willard, he DIDN'T know what he was going to do once he got there. This is such a masterpiece of American cinema, beautifully photographed and the river is such a perfect metaphor and backdrop for the story. What I like most about 'Apocalypse Now' is that it offers no answers or conclusions. Consequently, because of this open-endedness, it infuriates some viewers who like their movies to be much more obvious. <br /><br />This movie defies categorization. Some call it a war movie which it isn't at all, really it is more of a personal study of man. The best pic about Vietnam is 'Platoon' in my opinion and if a viewer is seeking a retelling of the Vietnam War go there first for answers. <br /><br />Coppola should be commended for his take on the bureaucracy of war which he conveys quite effectively with the meeting with Gen.Corman and Lucas (Harrison Ford) and the Playmate review. The sheer audacity of Kilgore makes him an unforgettable character and the dawn attack will always be a Hollywood classic.<br /><br />It is an almost psychedelic cruise to a very surreal ending which makes it a movie not accessible to everyone. Very challenging to watch but rewarding as well. I could offer my explanations on each scene but that would be totally pointless. This movie is intended for interpretation and contemplation as opposed to immediate gratification.<br /><br />A little footnote, definitely if your a first-time viewer of Apocalypse Now, watch the original version first, the 'Redux' version is, I think, more intended for the hardcore fan and is more of a curiosity than a 'new and improved' version of the movie"
"1693_7"	"Aside from the fact that the women in the film are stunningly beautiful and all the camp prisoners are too fat, this film rings true on the chaos of the post-war.<br /><br />Beautiful photography, and a powerful national expression of the Polish national character.<br /><br />It's very slow at points, but its entire pacing is so different from American and Western European films that it's quite refreshing.<br /><br />Both lead actors do a very good job. On the DVD version, you can see interviews with the principal actors and crew, and the lead actress Stanislawa Celinska has gained about 50 lbs and lost all of her beauty. But in 1970, she was a stunner."
"10886_1"	"I cant put it any simpler than that, this is a terrible film. I've worked in the industry and made several (short) films myself, so okay my standard is pretty high but seriously, i absolutely hate this film. I haven't made a comment on IMDb before but i hated this film so much i literally had to come and warn others. It is a piece of sh*t. The writer/director is an idiot who just has no idea how to make/write a good film and has the writing skills of an adolescent teenager. The characters are unrealistic (The lead woman doesn't think of taking the policeman's pistol yet is resourceful enough to improvise a Molotov cocktail? please...) and not even likable, hell i hated her and cheered when she died. I don't understand what the director was trying to do with his demon redneck idea, but it just looked like sloppy writing and convenient bullsh*t with no real thought behind it to me. This is officially the worst movie I've seen ALL YEAR. Congratulations Shiban, you now rank up there with such greats as Micheal Bay in the prestigious \"shouldnt be allowed to waste millions of dollars on making a film\" club. I hope you read this, i really do. And to the 163 idiots that rated this film 10 out of 10 BWAHHAHAHAHAh oh my god I hope a redneck demon appears conveniently behind you and tortures you."
"9406_8"	"This great TV movie told of the 1975 murder of Martha Moxley in Greenwich, Connecticut by a nephew of Ethel Kennedy. The use of the \"ghost\" of Martha to provide some of the details was very effective and added a lot of heart to the story. Christopher Meloni seemed to capture the personality of Mark Fuhrman very well. Furhman, who got so much underserved bad publicity in the O.J. Simpson trial has certainly vindicated himself by his contribution of bringing the killer to justice after about 27 years."
"10376_10"	"I was surprised that I liked this movie. But it reminded me of a 2004 version of the first Friday the 13th. There were a number of cheesy elements, yet at the same time there were many cool ones. The story line was good--predictable if you have seen more than one or two horror movies, but full of one-liners to make it worthwhile. There are some memorable scenes worth watching. A few issues I had with the plot had to do with the continuity of the characters. For instance in the opening scene the scarecrows (which were humans on stakes, whose blood was drained to grow the crops), looked very real, but later in the film they looked more like fake scarecrows wearing blue colored masks. There were more than several gaps in the plot, and the acting was mediocre, but at least it sounded like how real people talk, unlike Hollywood movies where the dialogue is really fake sounding when you think about it. The culmination of the last scene, when the main character says \"I'm not a Baker, I'm a Connell!\" and lops the head off of the scarecrow is satisfying, as his friends have for the most part been killed off by these creatures at that point."
"9902_1"	"I can't believe I actually spent almost three hours of my life watching this. This must be one of the most unbelievable, predictable and cheesy television movies I have seen in a long time. I was hoping for some good special effects and action, instead I spent the entire time rolling my eyes and yelling \"OH COME ON!!!\", at the screen. The dialog is shallow and obvious, the acting strained at times and as the story moves along, isn't it just funny how EVERYTHING happens at the same time... Not to mention the obvious and nauseating ending... Now I've seen more than my share of disaster movies, I am a big fan actually, and think that often they can pull off completely unrealistic stuff as long as it's done in a fun way, but this is definitely not it. This is just an insult to intelligent viewers everywhere. What were they thinking when they made this movie?????"
"9938_8"	"A young theater actress reluctantly accepts her first major part in a staged play as Lady Macbeth thanks to the mishap of the production's diva falling in front of a moving car. A success winning her accolades, Betty(Christina Marsillach)finds instead horror as the one responsible for getting her to this point terrorizes her in cruel ways.<br /><br />First her stage manager boyfriend, Stefano(William McNamara)is viciously stabbed with a knife while she has to watch, rope-tied to a pillar in his uncle's vast mansion, keeping her eyes from closing thanks to needles scotch-taped under her eyes, with pricking a result if she blinks. Allowing her to escape, Betty again finds herself in this unfortunate position, when a specific gold chain is found on her Lady Macbeth wardrobe that had been torn to shreds by the madman after killing a series of crows which escaped from their cage in the equipment room, by the clothing designer who is first knocked to the floor by an iron and subsequently stabbed heinously by a pair of scissors(..to cap off this nasty scene, the chain falls into her throat with the killer having to cut open her throat to find it; while not specifically elaborating this act, Dario uses the ripping sound of the scissors for optimum effect with the camera often retreating back to the victim's dead face). Having nowhere to turn, Inspector Alan Santini(Urbano Barberini, playing him cold and bland at Dario's request)promises to catch the psycho as Betty relies on her few remaining friends for comfort, the theater director Marco(Ian Charleson, of GHANDI & CHARIOTS OF FIRE who would later die of AIDS;A sad footnote, Dario revealed in an interview that Charleson informed him at the end of the shoot that he was HIV positive)attempting the stage after a successful horror movie career despite being rejected by critics, and pal Mira(Daria Nicolodi, Dario's former squeeze), her agent and confident. But, the serial killer is quite driven and a showdown between them will, of course, occur in the theater as Marco has added an interesting change to the production using the crows at his disposal.<br /><br />I think this is Dario at his most savage & nihilistic. Although he has certainly made later gruesome films(..such as his Masters of Horror entries and SLEEPLESS would suggest), this film really ups the ante in pure violence towards the victims of the psychopath. His method of forcing Betty to watch was admittedly a gag by Dario regarding the type of audience who like to look away from the more horrific parts of horror movies. I found myself rubbing my eyes every time she just has to blink(..brilliantly, Dario shoots the pricking from point-of-view achieving a tormenting effect from our perspective as if we were the ones with the scotch taped needles holding our eyes open). I like how Dario will show the widened eyes of Betty, horrified at what she's being forced into watching, as little blood tears down the needles when she has no choice but blink. The photographic work of Ronnie Taylor is impeccable, such as the crow's point-of-view shot in the theater at the end as it searches for the killer. Or, when the camera \"travels\" through rooms in the theater following the killer who wishes to see his muse from a box seat. Or, the dream sequence where we are taken into Betty's memory of an event regarding her mother's death by a certain killer, donning the same mask and gloves as the one causing her trauma at present. The highlight, in my opinion, is the peephole bullet-fire sequence, masterly staged by all involved as the camera follows a bullet which shoots through the eye of a victim, exploding from the back of her head, going through a telephone Betty planned to use to call for help. We even get a crow pecking the eyeball from the killer(..to add to this vicious scene, the crow is shown with the eyeball rolling around in it's beak). Only aspect I didn't care for, often pointed out by naysayers of the film, is the \"final\" ending which I personally felt was a bit unnecessary, but I guess Dario wanted to point out that Betty was indeed not like her mother, a woman with sadomasochistic tendencies which, in a twist, relate to why the killer torments our heroine. The rock music used during the violent scenes didn't bother me, because I felt that those moments of wicked graphic attacks needed a jarring thud which heavy metal can often provide."
"7080_9"	"\"One True Thing\" is a very quiet film, that opened in the fall of 1998 to glowing reviews but mild box-office. It tells the crippled story of Ellen (Renee Zellweger), a workaholic who is forced to move back home to take care of her terminally ill mother (Meryl Streep), so that her aloof father (William Hurt) can run his academic department. These terms are only general. The strength of \"One True Thing\" lies in the way the actors elevate their characters above Hollywood cliché territory.<br /><br />Streep is Kate, the perfect homemaker whose ability to light up a room with her charm is evident in her opening scenes at a costume party celebrating Hurt's birthday. But Ellen has never been close to her mother, and since she graduated from Harvard University, has a certain destain about her- Ellen almost thinks her mother is a simplistic air-head. While on the other hand, she admires her father- who shares a special passion: Writing. Ellen writes for an aggressive New York firm, and is almost heartbroken when her latest piece is torn down by Hurt, who seems to be a very lonely figure.<br /><br />To get to the point, as Kate gets sicker, Ellen's perspectives change and she grows closer to her mother and more distant to her father. Hurt keeps making excuses not to be there when the family needs him most, and Ellen assumes he's having an affair. Meanwhile she's given up her desk at work to spend time doing craft activities with her mother's \"cult\" group The Minnies, and also learning that her mother isn't as weak as she first assumed.<br /><br />Without giving too much away, \"One True Thing\" is a masterpiece in character study. Streep once again turns in a beautiful performance, this time working on a subtle level that starts slow but ends with a brilliant speech on the vows of marriage. Streep earned her eleventh Oscar nomination for this performance. Hurt is also convincing as the father who carries a secret that isn't revealed until the closing moments. But it is Renee Zellweger who steals this movie. Forget \"Chicago\", \"Cold Mountain\", \"Bridget Jones's Diary\" or whatever else you've seen her do and rent this movie. She is remarkable in it. Working within her character's bitter resentment at understanding her parents, Zellweger manages a realistic portrayal of a young woman fighting to keep her lip up while she's screaming inside."
"11944_8"	"I usually have a difficult time watching a TV movie, the extra long commercial breaks will break my concentration and I give up and find a good book. This one however made me put up with the adds and stay with it to the end. I realize the movie was based on a true story but it was not brought out why it took so long to find Denny? They had his name and I would presume his social security number. While he did move around a lot it would seem he would be found as soon as his number was entered for a job etc. The actors seemed a bit old for the part and a buried metal object when dug up had no rust. These were only technical glitches and did not take from the file. For a LifeTime Movie it was better than most."
"5249_1"	"This movie is painful. That's probably the best way to describe it. It's 93 minutes of your life that you will never be able to get back. Well, actually it's more like 86 minutes because there is no way anyone would want to sit through the credits in this stinking pile of dog feces. Immediately you can tell the movie is from the producer of \"Mortal Kombat\", due to it's thumping and annoying techno soundtrack. This drains the few laughably enjoyable moments this movie can give you. The rest is drained by the completely uninteresting and annoying characters, the \"Freddie Prinze, Jr. School of Acting\" acting abilities of all involved (including the miscast Christopher Lambert), and the non-existant directing. Did I leave anything out? Of course I did. Let's not forget about the suicide-inducing script, with it's unitentionally (??) funny dialogue. Oh, yes, and let us also talk about how they shamed the original poem with this sad and useless futuristic/medieval translation. The costumes and weapons (were those giant pizza cutters I kept seeing?!?!) are just plain stupid, that's the best way I can describe them. And the last culprit of the night is the always awful CGI. When will filmmakers learn that CGI sucks? When will we see the wonderful effects used in the 80's? Probably never, but films like this and \"Star Wars, Episode 1: The Phantom Menace\" make us wish that they would bring them back. In closing, avoid this movie like the newest Freddie Prinze, Jr. movie. Then again if you like Freddie Prinze, Jr. movies then you deserve to sit through this horrid excuse for filmmaking."
"9599_2"	"All right, let me start by saying I love the original RS for the 64. The graphics were new, the ships were really fast and cool. The missions were a challenge, but you had a strategy to come up with. The computer didn't tell you every step of your mission, you could wander and explore. <br /><br />That's the first thing that's wrong with RL, everything you do is under a timetable and controlled by other people. I mean, shouldn't you, as the leader, be telling people how to handle each and every mission? <br /><br />And speaking of missions, why do they intersperse the original trilogy with completely made up crap? Never mind.<br /><br />I was so waiting for this game when I heard they were going to allow you fly through the asteroid field from Empire Strikes Back. I think anyone who is a fan of the films wanted to do this. So, they give it to you. It's the stupidest level in the game. You start by flying through the asteroid field with ties chasing after you, and your whole objective is to get farther into the field while shooting the ties. You have to kill them all to get ahead. Hey, remember how many Han killed when he was in the field? None, they all had poor piloting skills compared to him. I just wanted to be able to dodge the asteroids as they came at me, but instead I have to use my automatic aim guns to kill ties behind me.<br /><br />That was the biggest disappointment, you have no control over your flying, everything is sluggish. All except for the A-Wing, probably the fastest and most maneuverable ship in the entire fleet. But, oh yeah, didn't Han say the Falcon was? Anyway...<br /><br />You finally get to the Battle of Endor. Here is the ultimate level, you get to destroy the death star, everyone's first instinct is to pick the Falcon and be the leader. But, of course, you get there and have to do stupid pre-chosen strategies like finding (not to mention deciphering the difference between) the tie-bombers. This is impossible in the falcon, by the time you have spotted one group the frigate gets destroyed. The only way to get passed this part is to pick the A-Wing. After this you have to attack the star destroyers and that's a real stupid chore. This game makes you feel like you're the only one defending the rebel alliance.<br /><br />After you frustratingly get through that 'fun' fight, you get to the death star. And here, you might think 'yay! I get to destroy the death star', and again, like in the Asteroid field, you have to do some tedious thing while narrowly getting passed the tunnels of impending doom. Your mission is to protect the ship in front of you, remember that from the Return of the Jedi? It's so moronic because if you pick the falcon, you'll die because you're not maneuverable enough, but if you pick the x-wing, you have to keep locking and unlocking your s-foils. So it's a choice to either kill the bad guys, or try to catch up to Lando, who apparently doesn't know how to maneuver. Thus dying in the process.<br /><br />The bonus stages aren't even worth aiming for as each level just gets more and more frustrating. It makes me feel the way I did when I saw the new three films, upset and in need of killing something. Lucky for me, Smash Bros Melee exists.<br /><br />I hope with the Wii they come up with something a lot better and have the original trilogy levels to full capacity. I'm going to sell this game the first chance I get."
"9620_1"	"I saw this film when it premiered in LA. I think I laughed 2 or three times. The rest of the time I was in shock at how ridiculous/poorly shot and poorly written it was. Kirby is in fact the only saving grace in the film. I was disappointed at the performance of Larry Bagby , whom I usually find entertaining. If you enjoy watching your friend's crappy homemade short films that they shot on their mom's 8mm video camera then there's a slight chance you might enjoy this film. Then again part of what makes those movies enjoyable is that it's your buddies playing all the parts. You don't know these people so you'll probably find it as dull and stupid as I did. Dear Mr. Nelson, go back to film school, intern for a while as a PA or a grip or some low level job so you can see how things are properly done in film . Then look for as long as you must to find a Director of Photography who knows what f. stop means, make sure he has ND filter on hand. Then try again. Repeat as many times as needed."
"11244_1"	"I just watched this movie last night. Within 30 minutes of the start, I was hoping it would end.<br /><br />It had a promising beginning; the first 10 minutes. The premise of this movie (friendship that goes nowhere after they've spent days (and Years) together in \"Separate\" beds in hotel rooms) is just not believable. He does kiss her somewhere along the way, and she feels Ohh, so terrible about it. <br /><br />Very little substance to grab your interest. The acting just does not hold up. He is very passive. Regardless of how much of the movie is shown, the viewer never develops any type of a caring connection with the characters on the screen. You learn that her next utterance will be as boring as her previous one. (\"Do you have a cigarette ?\", He doesn't smoke, He wants her to stop smoking, Doesn't she know this by now.)<br /><br />She calls him in the middle of the night to visit him after a year's absence, she comes in through the door, they don't even hug or kiss or express any type of emotional connection. He doesn't even lean forward to lift her suitcase to help her in. That is not how real people behave, This is not how best pals behave.<br /><br />When he receives her phone call in the middle of the night (she is in town for one day), he shows little interest to see her face, acts more like she will be a burden for the night. At this point they've known each other for two years and he hasn't seen her for a year. Not Believable, not real. <br /><br />Supposedly, he has written a book on Entropy and Enthalpy, yet we never see him write or read or discuss any of his interests in Physics with her, not that she would be able to handle the discussion. We learn that a watermelon in L.A. costs $50, (It wasn't the Silicon Type mind you) he has no problem affording that Fruit. We also learn that the airport shuts down when a few really really fake snow flakes fall off the sky. I'm Sorry but was that in L.A. too?<br /><br />We never see how these two characters survive, we never see them at work. We never see them struggle, They are always on vacation. They have infinite time, they have no worries whatsoever. <br /><br />Nice life. Unreal life. Unreal Characters. Bad Title. Bad Movie."
"6841_10"	"Emma Thompson, Alan Rickman,Carla Gugino and Gil Bellows are a DELIGHT in this sexy caper. This film is smart, edge of your seat entertainment for adults, and what a relief that is in these days of big concept predictable cartoons. Great music and camera work add to the fun that is this New Orleans-set puzzle. Highly Recommended. Ten stars!"
"10050_4"	"From time to time it's very advisable for the aristocracy to watch some silent film about the harsh life of the common people in order to remind themselves of the privileges and the comfortable life that they have enjoyed since the beginning of mankind or even before in comparison with the complicated and hard work that common people have to endure everyday since the aristocrats rule the world.<br /><br />And that's what happens in \"The Love Light\", the first film directed by Dame France Marion who will be famous afterwards in the silent and talkie world thanks overall to her work as a screenwriter; better for her, certainly, because her career as a film director doesn't impress this German count.<br /><br />The film tells the story of Dame Angela Carlotti ( Dame Mary Pickford ) a merry Italian girl who lives surrounded by a \"picturesque squalor\" ( an important difference of opinion between upper and low classes; aristocrats prefers to live surrounded by \"picturesque luxury\" ); she has two brothers and a secret admirer but all she gives him in return is indifference. Destiny begins to work hard and pretty soon war is declared and Dame Angela's two brothers enlist and in the next reel both are dead. But destiny is even crueller and Dame Angela meanwhile falls in love with a German!! And to make things worse, she doesn't know that her Teutonic sweetie is a spy and that the light signals that she sends to him every night from the lighthouse she maintains thinking that is a love signal, don't mean \"Ich Liebe Dich\" but \"Sink Any Damn Italian Boat At Sea\"<br /><br />Fortunately for Dame Angela, pretty soon her sweetie German spy will be found by the neighbours in her house in which she was hiding him ( a not strange fact, indeed, because it is not an easy task for a German to go unnoticed ) but the German spy will prefer to die before being captured by those Italians.<br /><br />From that German love, a half-Teutonic baby will born ( the wicked Destiny at full speed ) but a greedy neighbour who has a particular idea of motherhood will carry away her son with the consent of a Catholic nun who has taken the Council of Trent to extremes a fact that will put Dame Angela at the verge of insanity.<br /><br />But meanwhile Dame Angela's secret admirer has returned from the war and you can think that finally Dame Angela's sorrowful life will improve; a tremendous mistake because Destiny has in store for her that the returned soldier is blind. But as they say in Germany, it may be a blessing in disguise and finally Dame Angela will recover her son and will start a new life with her blind sweetie in a poor Italian village in what it is supposed to be a happy ending for the common people.<br /><br />As this German count said before, it was much better for Dame Frances Marion that she continued her career as a screenwriter, because as can be seen in \"The Love Light\", she had a lot of imagination to invent incredible stories, ja wohl! but a completely different subject is to direct films and her silent debut lacks emotion and rhythm in spite of the effort of Dame Pickford to involve the audience with her many disgraces. The nonexistent film narrative causes indifference in the spectator making this the kind of film where only Dame Pickford herself provides the interest and not her circumstances.<br /><br />And now, if you'll allow me, I must temporarily take my leave because this German Count must send Morse signals from the Schloss north tower to one of his Teutonic rich heiress."
"10512_9"	"This one gets better with each new look. Certainly one of Paul Sorvino's best roles. Outstanding music score which was also outstanding on sound track LP (so why no CD?). One the very early dolby stereo sound film releases. By the way, the original 35mm theatrical trailer for this is really GREAT!"
"11327_3"	"It's boring.<br /><br />It's slow.<br /><br />Where are the nasty and brutal murders? Where is the tension that is supposed to scare us? This is like watching Sesame Street without the funny characters of Ernie and Bert or Grover.<br /><br />It's really lame.<br /><br />Maybe it was the writing...maybe the direction...maybe the acting, maybe the editing, maybe the cinematography, maybe the special effects, maybe the makeup.<br /><br />Maybe all of the above brought this to something barely able to keep your eyes focused on.<br /><br />I wanted to get scared...not bored.<br /><br />This didn't scare me...it didn't even interest me...I had more fun watching the time on the microwave instead of watching this film.<br /><br />Don't bother to buy it..and if you see it on television by some freak chance, there is no need to tuck the kids asleep."
"10681_8"	"Journey to the Far Side of the Sun is about the discovery of a planet on the other side of the sun which shares the same orbit as earth and therefore has been undiscovered until a space probe on the far side of the sun photographs it. Of course two astronauts (Roy Thinnes & Ian Hendry) are sent to explore it but due to a malfunction they crash & find themselves back on earth only 3 weeks into their six week journey. Of course they're berated (at least Thinnes is, Hendry is gravely injured) and grilled and asked why they turned back on their mission but it's claimed that they didn't. Until Thinnes seems to notice a few very odd things about being back \"home\". This is excellent if somewhat talky at times, and the sets and feel aren't a far cry from \"Thunderbirds\" territory but will live actors for once. It's no big \"Star Wars\" type production but more quiet science fiction that one has to think about a bit. Well worth seeing and it's criminal that the DVD is out of print. 8 out of 10."
"808_3"	"As a South African, living in South Africa again after a 32 year stay in the UK, I am sorry to say that this movie is a huge disappointment. The three main problems I had with the movie was a) why Swank and Ejiofor - an American and a Nigerian - to play the leads. This country is bursting with talent and has no need of imports... b) Gillian Slovo has been trading off her Struggle credentials for years now. She's a very mediocre writer and even her novel doesn't stand up the flaccid direction of Mr Hooper... and c) Hilary Swank again, such a great actor, as proved in Million Dollar Baby (but that's Eastwood too), here dressed in the contemporary New York style whilst roaming freely around the poverty of the Karoo. Where was the consideration and sensitivity needed by the costumer and director? Yes, the film is ultimately moving - how could it not be? - but the overall mood at the conclusion is one of tremendous letdown. Heart's in the right place but needs a pace maker."
"546_7"	"This film is about a single mother who is happy go lucky to the point that she is almost irresponsible, and her sensible teenage daughter who is undergoing adolescent turmoils.<br /><br />\"Anywhere But Here\" is an engaging film from beginning to the end. Both Ann and Adele are described well right at the start, so we get to know how different their personalities are. Clashes inevitably ensue, and they are engagingly presented. I find myself so drawn to their state of minds and their circumstances. it is as if I am living their lives, feeling what they are feeling.<br /><br />Susan Sarandon gives another excellent performance in \"Anywhere But Here\". She is charismatic, happy go lucky, hedonistic, warm and loving all at once. I have always liked Susan Sarandon, and I think she is grossly underrated.<br /><br />\"Anywhere But Here\" is a captivating emotional journey."
"10765_1"	"This is by far the most repulsive and atrocious version of The Scarlet Pimpernel ever to be devised. As a Pimpernel fan, I was sincerely offended by what they did to the characters--but this atrocity is not worth watching, even if you aren't familiar with the story.<br /><br />Percy Blakeney, for example, would never stab people in the back just to get down a hallway. Chauvelin would never have a string of women in his bed. Marguerite never had an affair with Chauvelin, nor Armand with Minette, whoever the heck she is. Chauvelin would not randomly shoot Tony in the head. Chauvelin's name is not, nor has it ever been, Paul. They have completely eradicated any reference to the Pimpernel's disguises, replacing them instead with James Bond-esque gadgets and gizmos.<br /><br />As to the film itself... The makeup is horrifying. The women look like clowns. Elizabeth McGovern's beauty mark wanders around her face at random. The poor, pitiable actors have no script to work with, so it's not really their fault that their characters are as thin as wet tissue paper. The dialogue... oh, the dialogue. The dialogue is unbearable. And whoever is responsible for all those little captions at the bottom of the screen should be forced to watch this movie as penance. (I counted 13 location captions in the first half-hour before I gave up. As if we can't figure out that the body of water between England and France is the English Channel.)<br /><br />The film--if I can bring myself to call it that, since it's really just videotape with a filter--is absolutely without redeeming value. Do not waste your time and brain cells on this rancid drivel--instead, go watch the 1982 Anthony Andrews/Jane Seymour version, or the 1934 Leslie Howard film, or indeed ANYTHING but this one."
"7189_9"	"If you are French native, then you find this movie extremely funny. It's good, just good! Can though imagine that subtitles or translations don't mean much in english."
"6005_9"	"This production was quite well done for a television original, providing a very appropriate original slant on Swift's work. To make the frame story work well the film begins with Gulliver arriving home. Everyone who has read the book knows that will happen anyway. The frame story of the book has Gulliver's crazed confusion in sections. For example, he is horrified that he will trample little people in England because he has just returned from a land of giants. But the film has all the book sections within one long voyage. When Gulliver narrates his travels the editing cuts from England to the travel are very effective. I confess I found them intrusive and irritating at first, then they became natural. By the end, moreover, they have become a welcome addition to the story. As he tells his adventures to a larger and larger audience, more and more people listen to his compelling fantasy even though they doubt its truth. For example, his hatred of filthy Yahoos and admiration of pure logic from the fourth section comes across well when he is defending his own sanity. The intercuts between events in England and similar events or scenes in the tale is very effective. For example, ripping the cloth from the table to suggest the motion of towing a group of ships is inspired filming. The addition of Gulliver's family threatened by the lecherous doctor works well. Swift only hints at this by having the long-suffering wife protest against further voyages. It becomes a natural part of this story. The casting and acting were competent throughout. Some roles were exemplary. Omar Sharif's mad magician is superb. O'Toole's little emperor is doddering delightfully toward senility. Many specific complaints made by other writers here strike me as simple personal preference, which, after all, is what we are about here. I read the abridged version several times a year from fourth grade on. I may have escaped the complete version until a college class but have read it a few times since. And I had to start it again as I began reading about this film. While the Danson version is superior to any previous film, it does not replace the book. However, I think it will bring many readers to the book. If you have not read the book, enjoy this movie then go to the source. If you appreciate the satire in it, find Swift's \"A Modest Proposal\" and his \"Drapier's Letters.\" Both are satires attacking the wretched treatment of Ireland and the Irish during Swift's time. The drapier protests cheap, inflated copper coins being dumped on Ireland. These were Wood's light weight coinage, not good for face value in paying taxes and official debts. The outcry from Swift's satire caused the coins to be sent to another mistreated British territory, the American colonies. The universal satire in Swift's book and this movie just poke fun; they cannot change human nature. Give Danson's torturous experiences a chance. I think you will find them thought provoking and entertaining."
"11915_9"	"I recently rented this movie as part of a nostalgic phase I'm going through. I was born in 1980, and so film from mid-80s to mid-90s has quite an important place in my growing up.<br /><br />This particular movie was one of my favourites, and so I was thrilled when it became available in the UK. It hasn't become worse with time, it is still a great fun film, with plenty of excitement in its own way. Sure, it pales in the shadow of bigger, larger budget films, but don't let that stop you enjoying this.<br /><br />Worth a rent, or even a purchase at the discount prices you'll find it for."
"5740_10"	"Let me just say that GRANNY was extremely well made with the horror violence and sure suspense moves!!!!!! the best indie horror movie I have ever seen that is only 58 minutes long...It is my 5 out of 20 most favorite movie of all time. You people should love this. I give it a 10 out of 10!!!"
